"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"108","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Snake River Basin","Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Snake River Basin steelhead"
"109","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Columbia River","Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Columbia River steelhead"
"110","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Columbia River","Summer","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",2,0,"Upper Columbia River steelhead"
"111","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",25,1,"Upper Columbia River steelhead"
"112","16329-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-22,2023-12-31,2019-05-22,2023-12-31,"Renew: Modification: Oregon Department of Environmental Quality, Laboratory and Environmental Assessment Division, Fish Monitoring Programs, 2019 - 2023",NA,NA,"Oregon Department of Environmental Quality",99999999,"N/A","N/A","Waterbodies across the state of Oregon","Sample locations are not identified at this time.  Final sampling list depends on future monitoring budgets, agency priorities, legislative mandates, landowner access permission, water levels during the sampling window, and safety considerations.","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",50,2,"Upper Willamette River steelhead"
"113","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A",NA,"Study No. 2: Small watersheds between Russian River and Tomales Bay including the following:  Scotty Creek, Cheney Gulch, Ebabias Creek, and unnamed tributaries to Estero Americano and Estero de San Antonio","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",100,2,"Central California Coast coho salmon"
"114","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","Chinook salmon","California Coastal","Fall","Natural","Juvenile","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Seine, Beach",50,1,"California Coastal Chinook salmon"
"115","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","coho salmon","Central California Coast","N/A","Listed Hatchery Intact Adipose","Spawned Adult/ Carcass","Male and Female","Observe/Sample Tissue Dead Animal","Spawning surveys",50,0,"Central California Coast coho salmon"
"116","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","coho salmon","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",1000,0,"Central California Coast coho salmon"
"117","16491-3R","NMFS 10a1A Salmon","Withdrawn","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Renew: Salmonid population studies in coastal Northern California streams","Michael","Fawcett","Fawcett Ecological Consulting",99999999,"N/A","N/A","Bodega Bay - 18010111","Study No. 1: Watershed and estuary of Salmon Creek in Sonoma County, CA","steelhead","Central California Coast","N/A","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",1000,0,"Central California Coast steelhead"
"118","16506-3R","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-01-01,2023-12-31,"Squaw Creek and Pescadero Creek Fisheries Population Studies","Mike","Podlech","independent researcher",99999999,"N/A","N/A","Squaw Creek (Study 1)","Study 1: Backpack electrofishing surveys at the following six sampling sites:
Station 1: 38º49'28"" N, 122º25'36"" W
Station 3: 38º50'15"" N, 122º52'25"" W
Station 4: 38º50'17"" N, 122º51'35"" W
Station 7: 38º49'59"" N, 122º49'48"" W
Station 9: 38º49'42"" N,","steelhead","Central California Coast","Winter","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",750,7,"Central California Coast steelhead"
"119","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Minnow",1,0,"Puget Sound/Georgia Basin DPS bocaccio"
"120","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
"121","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound Chinook salmon"
"122","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Hood Canal","N/A","Hood Canal, Puget Sound","Hood Canal basin of Puget Sound","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound steelhead"
"123","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","eulachon","Southern DPS","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trap, Not listed here",5,1,"Southern DPS eulachon"
"124","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS bocaccio"
"125","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Juvenile","Male and Female","Intentional (Directed) Mortality","Trap, Not listed here",1,0,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
"126","17062-6R","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2024-12-31,2020-03-31,2024-12-31,"Renew: Genetic variation and demographics of threatened rockfish populations in the Puget Sound DPS.",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A","San Juan Islands and other coastal areas near Anacortes and Bellingham","Includes San Juan Islands and other coastal areas near Anacortes and Bellingham and the Straight of Juan de Fuca out to the western boundary of the Puget Sound/Georgia Basin DPS for yelloweye and bocaccio rockfish.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Trap, Not listed here",50,2,"Puget Sound Chinook salmon"
